subject,relation,object,confidence,year,party
Marc Botenga,Mentions_Topic,European Union,0.7,2020,GUE/NGL
Marc Botenga,Mentions_Entity,Marc Botenga,1.0,2020,GUE/NGL
Marc Botenga,Member_Of,GUE/NGL,1.0,2020,GUE/NGL
Sylwia Spurek,Mentions_Topic,health policy,0.9,2020,S&D
Sylwia Spurek,Mentions_Topic,economic policy,0.7,2020,S&D
Sylwia Spurek,Mentions_Entity,Sylwia Spurek,1.0,2020,S&D
Sylwia Spurek,Member_Of,S&D,1.0,2020,S&D
Hermann Tertsch,Mentions_Topic,racism,0.9,2020,ECR
Hermann Tertsch,Mentions_Topic,European politics,0.7,2020,ECR
Hermann Tertsch,Mentions_Topic,Spanish politics,0.6,2020,ECR
Hermann Tertsch,Mentions_Topic,United States,0.5,2020,ECR
Hermann Tertsch,Mentions_Topic,fake news,0.4,2020,ECR
Hermann Tertsch,Mentions_Entity,Torra,1.0,2020,ECR
Hermann Tertsch,Mentions_Entity,Puigdemont,1.0,2020,ECR
Hermann Tertsch,Mentions_Entity,Sánchez,1.0,2020,ECR
Hermann Tertsch,Mentions_Entity,Spain,1.0,2020,ECR
Hermann Tertsch,Mentions_Entity,United States,1.0,2020,ECR
Hermann Tertsch,Member_Of,ECR,1.0,2020,ECR
Sylwia Spurek,Mentions_Topic,human rights,0.9,2020,S&D
Sylwia Spurek,Mentions_Topic,COVID-19 pandemic,0.8,2020,S&D
Sylwia Spurek,Mentions_Topic,social inequality,0.7,2020,S&D
Sylwia Spurek,Mentions_Topic,EU policies,0.6,2020,S&D
Sylwia Spurek,Mentions_Topic,equality,0.5,2020,S&D
Sylwia Spurek,Mentions_Entity,Sylwia Spurek,1.0,2020,S&D
Sylwia Spurek,Mentions_Entity,EU,1.0,2020,S&D
Sylwia Spurek,Member_Of,S&D,1.0,2020,S&D
Eleonora Evi,Mentions_Topic,Transparency in lobbying,0.9,2020,NI
Eleonora Evi,Mentions_Topic,Conflict of interest,0.8,2020,NI
Eleonora Evi,Mentions_Topic,European Commission,0.7,2020,NI
Eleonora Evi,Mentions_Topic,BCE,0.6,2020,NI
Eleonora Evi,Mentions_Entity,Mediatrice O'Reilly,1.0,2020,NI
Eleonora Evi,Mentions_Entity,Commissione von der Leyen,1.0,2020,NI
Eleonora Evi,Mentions_Entity,Commissione Juncker,1.0,2020,NI
Eleonora Evi,Mentions_Entity,BCE,1.0,2020,NI
Eleonora Evi,Member_Of,NI,1.0,2020,NI
Sandra Pereira,Mentions_Topic,anticomunismo,0.9,2020,GUE/NGL
Sandra Pereira,Mentions_Topic,história,0.8,2020,GUE/NGL
Sandra Pereira,Mentions_Topic,políticas da União Europeia,0.7,2020,GUE/NGL
Sandra Pereira,Mentions_Topic,extrema-direita,0.6,2020,GUE/NGL
Sandra Pereira,Mentions_Topic,fascismo,0.5,2020,GUE/NGL
Sandra Pereira,Mentions_Entity,Hitler,1.0,2020,GUE/NGL
Sandra Pereira,Mentions_Entity,Reino Unido,1.0,2020,GUE/NGL
Sandra Pereira,Mentions_Entity,França,1.0,2020,GUE/NGL
Sandra Pereira,Mentions_Entity,União Soviética,1.0,2020,GUE/NGL
Sandra Pereira,Member_Of,GUE/NGL,1.0,2020,GUE/NGL
Mislav Kolakušić,Mentions_Topic,financial situation,0.9,2020,NI
Mislav Kolakušić,Mentions_Topic,EU budget,0.7,2020,NI
Mislav Kolakušić,Mentions_Entity,European Union,1.0,2020,NI
Mislav Kolakušić,Mentions_Entity,Republic of Croatia,1.0,2020,NI
Mislav Kolakušić,Mentions_Entity,United Kingdom,1.0,2020,NI
Mislav Kolakušić,Member_Of,NI,1.0,2020,NI
Iratxe García Pérez,Mentions_Topic,Social Europe,0.9,2020,S&D
Iratxe García Pérez,Mentions_Topic,European Union,0.7,2020,S&D
Iratxe García Pérez,Mentions_Topic,Climate change,0.6,2020,S&D
Iratxe García Pérez,Mentions_Topic,Economic solidarity,0.5,2020,S&D
Iratxe García Pérez,Mentions_Topic,Social justice,0.4,2020,S&D
Iratxe García Pérez,Mentions_Entity,Von der Leyen,1.0,2020,S&D
Iratxe García Pérez,Member_Of,S&D,1.0,2020,S&D
Angel Dzhambazki,Mentions_Topic,discrimination,0.8,2020,ECR
Angel Dzhambazki,Mentions_Topic,behavior,0.7,2020,ECR
Angel Dzhambazki,Mentions_Topic,Bulgaria,0.6,2020,ECR
Angel Dzhambazki,Mentions_Topic,intolerance,0.5,2020,ECR
Angel Dzhambazki,Mentions_Topic,European Parliament,0.4,2020,ECR
Angel Dzhambazki,Mentions_Entity,Bulgaria,1.0,2020,ECR
Angel Dzhambazki,Mentions_Entity,European Parliament,1.0,2020,ECR
Angel Dzhambazki,Member_Of,ECR,1.0,2020,ECR
Tanja Fajon,Mentions_Topic,healthcare,0.9,2020,S&D
Tanja Fajon,Mentions_Topic,coronavirus,0.8,2020,S&D
Tanja Fajon,Mentions_Topic,preparedness,0.7,2020,S&D
Tanja Fajon,Mentions_Topic,responsibility,0.6,2020,S&D
Tanja Fajon,Mentions_Topic,coordination,0.5,2020,S&D
Tanja Fajon,Mentions_Entity,Slovenija,1.0,2020,S&D
Tanja Fajon,Member_Of,S&D,1.0,2020,S&D
Ádám Kósa,Mentions_Topic,European Parliament,0.9,2020,NI
Ádám Kósa,Mentions_Topic,citizen's initiative,0.8,2020,NI
Ádám Kósa,Mentions_Topic,ombudsman,0.7,2020,NI
Ádám Kósa,Mentions_Entity,Zlotowski,1.0,2020,NI
Ádám Kósa,Mentions_Entity,Európai Bizottság,1.0,2020,NI
Ádám Kósa,Mentions_Entity,Európai Parlament,1.0,2020,NI
Ádám Kósa,Member_Of,PPE,1.0,2020,NI
Tilly Metz,Mentions_Topic,pharmaceutical industry,0.9,2020,Greens/EFA
Tilly Metz,Mentions_Topic,access to medicine,0.8,2020,Greens/EFA
Tilly Metz,Mentions_Topic,healthcare policy,0.7,2020,Greens/EFA
Tilly Metz,Mentions_Entity,Commission,1.0,2020,Greens/EFA
Tilly Metz,Mentions_Entity,Tilly Metz,1.0,2020,Greens/EFA
Tilly Metz,Member_Of,Greens/EFA,1.0,2020,Greens/EFA
Marek Paweł Balt,Mentions_Topic,conflict of interest,0.9,2020,S&D
Marek Paweł Balt,Mentions_Topic,institutional control,0.7,2020,S&D
Marek Paweł Balt,Mentions_Entity,Adam Farkas,1.0,2020,S&D
Marek Paweł Balt,Mentions_Entity,Komisja Europejska,1.0,2020,S&D
Marek Paweł Balt,Mentions_Entity,Parlament Europejski,1.0,2020,S&D
Marek Paweł Balt,Mentions_Entity,Europejski Urząd Nadzoru Bankowego,1.0,2020,S&D
Marek Paweł Balt,Mentions_Entity,Stowarzyszenie Rynków Finansowych w Europie,1.0,2020,S&D
Marek Paweł Balt,Member_Of,S&D,1.0,2020,S&D
Tomáš Zdechovský,Mentions_Topic,audit,0.9,2020,PPE
Tomáš Zdechovský,Mentions_Topic,European Union,0.8,2020,PPE
Tomáš Zdechovský,Mentions_Topic,investigation,0.7,2020,PPE
Tomáš Zdechovský,Mentions_Topic,European Commission,0.6,2020,PPE
Tomáš Zdechovský,Mentions_Topic,budget,0.5,2020,PPE
Tomáš Zdechovský,Mentions_Entity,Věra Jourová,1.0,2020,PPE
Tomáš Zdechovský,Mentions_Entity,André Hahn,1.0,2020,PPE
Tomáš Zdechovský,Mentions_Entity,Andrej Babiš,1.0,2020,PPE
Tomáš Zdechovský,Mentions_Entity,European Commission,1.0,2020,PPE
Tomáš Zdechovský,Mentions_Entity,European Council,1.0,2020,PPE
Tomáš Zdechovský,Mentions_Entity,European Union,1.0,2020,PPE
Tomáš Zdechovský,Mentions_Entity,Czech Republic,1.0,2020,PPE
Tomáš Zdechovský,Member_Of,PPE,1.0,2020,PPE
Dacian Cioloş,Mentions_Topic,Green Deal,0.9,2020,ALDE
Dacian Cioloş,Mentions_Topic,agriculture,0.8,2020,ALDE
Dacian Cioloş,Mentions_Topic,budget,0.7,2020,ALDE
Dacian Cioloş,Mentions_Topic,digital transformation,0.6,2020,ALDE
Dacian Cioloş,Mentions_Topic,sustainability,0.5,2020,ALDE
Dacian Cioloş,Mentions_Entity,Dacian Cioloş,1.0,2020,ALDE
Dacian Cioloş,Mentions_Entity,Green Deal,1.0,2020,ALDE
Dacian Cioloş,Mentions_Entity,ALDE,1.0,2020,ALDE
Dacian Cioloş,Member_Of,ALDE,1.0,2020,ALDE
Roman Haider,Mentions_Topic,Green Deal,0.9,2020,ID
Roman Haider,Mentions_Topic,Economic crisis,0.8,2020,ID
Roman Haider,Mentions_Topic,Industrialization,0.7,2020,ID
Roman Haider,Mentions_Topic,Energy policy,0.6,2020,ID
Roman Haider,Mentions_Entity,Roman Haider,1.0,2020,ID
Roman Haider,Member_Of,ID,1.0,2020,ID
Angel Dzhambazki,Mentions_Topic,Turkish occupation of Cyprus,0.9,2020,ECR
Angel Dzhambazki,Mentions_Topic,Erdogan's actions,0.8,2020,ECR
Angel Dzhambazki,Mentions_Topic,EU-Turkey relations,0.7,2020,ECR
Angel Dzhambazki,Mentions_Topic,Cyprus dispute,0.6,2020,ECR
Angel Dzhambazki,Mentions_Topic,NATO,0.5,2020,ECR
Angel Dzhambazki,Mentions_Entity,Erdogan,1.0,2020,ECR
Angel Dzhambazki,Mentions_Entity,Turkey,1.0,2020,ECR
Angel Dzhambazki,Mentions_Entity,Cyprus,1.0,2020,ECR
Angel Dzhambazki,Mentions_Entity,NATO,1.0,2020,ECR
Angel Dzhambazki,Member_Of,ECR,1.0,2020,ECR
Robert Hajšel,Mentions_Topic,agricultural policy,0.9,2020,S&D
Robert Hajšel,Mentions_Topic,labor rights,0.8,2020,S&D
Robert Hajšel,Mentions_Topic,sustainability,0.7,2020,S&D
Robert Hajšel,Mentions_Topic,farmers' rights,0.6,2020,S&D
Robert Hajšel,Mentions_Topic,food safety,0.5,2020,S&D
Robert Hajšel,Mentions_Entity,European Union,1.0,2020,S&D
Robert Hajšel,Mentions_Entity,farmers,1.0,2020,S&D
Robert Hajšel,Member_Of,S&D,1.0,2020,S&D
Dominique Bilde,Mentions_Topic,migration,0.9,2020,ID
Dominique Bilde,Mentions_Topic,European Union,0.7,2020,ID
Dominique Bilde,Mentions_Topic,Greece,0.6,2020,ID
Dominique Bilde,Mentions_Topic,Turkey,0.5,2020,ID
Dominique Bilde,Mentions_Topic,refugees,0.4,2020,ID
Dominique Bilde,Mentions_Entity,Greece,1.0,2020,ID
Dominique Bilde,Mentions_Entity,Turkey,1.0,2020,ID
Dominique Bilde,Mentions_Entity,Mitsotakis,1.0,2020,ID
Dominique Bilde,Mentions_Entity,Lesbos,1.0,2020,ID
Dominique Bilde,Mentions_Entity,Bosnie-Herzégovine,1.0,2020,ID
Dominique Bilde,Mentions_Entity,Italie,1.0,2020,ID
Dominique Bilde,Member_Of,ID,1.0,2020,ID
Jiří Pospíšil,Mentions_Topic,vyšetřovací právo Evropského parlamentu,0.9,2021,PPE
Jiří Pospíšil,Mentions_Topic,dialog mezi evropskými institucemi,0.8,2021,PPE
Jiří Pospíšil,Mentions_Topic,reforma vyšetřovacího práva,0.7,2021,PPE
Jiří Pospíšil,Mentions_Entity,Rada,1.0,2021,PPE
Jiří Pospíšil,Mentions_Entity,Evropský parlament,1.0,2021,PPE
Jiří Pospíšil,Member_Of,PPE,1.0,2021,PPE
Miriam Lexmann,Mentions_Topic,employment,0.9,2021,PPE
Miriam Lexmann,Mentions_Topic,autism,0.8,2021,PPE
Miriam Lexmann,Mentions_Topic,discrimination,0.7,2021,PPE
Miriam Lexmann,Mentions_Topic,employment strategies,0.6,2021,PPE
Miriam Lexmann,Mentions_Topic,European Commission,0.5,2021,PPE
Miriam Lexmann,Mentions_Entity,Miriam Lexmann,1.0,2021,PPE
Miriam Lexmann,Mentions_Entity,European Commission,1.0,2021,PPE
Miriam Lexmann,Member_Of,PPE,1.0,2021,PPE
Lídia Pereira,Mentions_Topic,fiscal policies,0.9,2021,PPE
Lídia Pereira,Mentions_Topic,digital economy,0.8,2021,PPE
Lídia Pereira,Mentions_Topic,taxation,0.7,2021,PPE
Lídia Pereira,Mentions_Entity,União Europeia,1.0,2021,PPE
Lídia Pereira,Member_Of,PPE,1.0,2021,PPE
France Jamet,Mentions_Topic,Economic policy,0.9,2021,ID
France Jamet,Mentions_Topic,Environmental policy,0.7,2021,ID
France Jamet,Mentions_Topic,Financial stability,0.6,2021,ID
France Jamet,Mentions_Entity,Christine Lagarde,1.0,2021,ID
France Jamet,Mentions_Entity,BCE,1.0,2021,ID
France Jamet,Mentions_Entity,Binance,1.0,2021,ID
France Jamet,Mentions_Entity,Euronext,1.0,2021,ID
France Jamet,Mentions_Entity,China,1.0,2021,ID
France Jamet,Member_Of,ID,1.0,2021,ID
Jérôme Rivière,Mentions_Topic,European integration,0.9,2021,ID
Jérôme Rivière,Mentions_Topic,Polish sovereignty,0.8,2021,ID
Jérôme Rivière,Mentions_Topic,EU law,0.7,2021,ID
Jérôme Rivière,Mentions_Topic,Sovereignty vs. EU authority,0.6,2021,ID
Jérôme Rivière,Mentions_Topic,Polish government,0.5,2021,ID
Jérôme Rivière,Mentions_Entity,Jérôme Rivière,1.0,2021,ID
Jérôme Rivière,Mentions_Entity,Poland,1.0,2021,ID
Jérôme Rivière,Mentions_Entity,European Court of Justice,1.0,2021,ID
Jérôme Rivière,Mentions_Entity,Karlsruhe,1.0,2021,ID
Jérôme Rivière,Mentions_Entity,Commission,1.0,2021,ID
Jérôme Rivière,Mentions_Entity,Weber,1.0,2021,ID
Jérôme Rivière,Member_Of,ID,1.0,2021,ID
Pierfrancesco Majorino,Mentions_Topic,democracy,0.9,2021,S&D
Pierfrancesco Majorino,Mentions_Topic,human rights,0.8,2021,S&D
Pierfrancesco Majorino,Mentions_Topic,European Union,0.7,2021,S&D
Pierfrancesco Majorino,Mentions_Topic,Russia,0.6,2021,S&D
Pierfrancesco Majorino,Mentions_Topic,freedom of association,0.5,2021,S&D
Pierfrancesco Majorino,Mentions_Entity,Andrei Pivovarov,1.0,2021,S&D
Pierfrancesco Majorino,Mentions_Entity,Russia,1.0,2021,S&D
Pierfrancesco Majorino,Mentions_Entity,European Union,1.0,2021,S&D
Pierfrancesco Majorino,Member_Of,S&D,1.0,2021,S&D
Nacho Sánchez Amor,Mentions_Topic,cooperation,0.9,2021,S&D
Nacho Sánchez Amor,Mentions_Topic,frontier,0.8,2021,S&D
Nacho Sánchez Amor,Mentions_Topic,Europe,0.7,2021,S&D
Nacho Sánchez Amor,Mentions_Topic,politics,0.6,2021,S&D
Nacho Sánchez Amor,Mentions_Topic,subsidiarity,0.5,2021,S&D
Nacho Sánchez Amor,Mentions_Entity,Nacho Sánchez Amor,1.0,2021,S&D
Nacho Sánchez Amor,Member_Of,S&D,1.0,2021,S&D
Francesca Donato,Mentions_Topic,tax reform,0.9,2021,NI
Francesca Donato,Mentions_Topic,economic crisis,0.7,2021,NI
Francesca Donato,Mentions_Topic,taxation,0.6,2021,NI
Francesca Donato,Mentions_Topic,transparency,0.5,2021,NI
Francesca Donato,Mentions_Topic,harmonization,0.4,2021,NI
Francesca Donato,Mentions_Entity,Francesca Donato,1.0,2021,NI
Francesca Donato,Mentions_Entity,ID,1.0,2021,NI
Francesca Donato,Member_Of,ID,1.0,2021,NI
Erik Bergkvist,Mentions_Topic,climate change,0.9,2021,S&D
Erik Bergkvist,Mentions_Topic,Arctic region,0.8,2021,S&D
Erik Bergkvist,Mentions_Topic,sustainability,0.7,2021,S&D
Erik Bergkvist,Mentions_Topic,geopolitics,0.6,2021,S&D
Erik Bergkvist,Mentions_Topic,environmental protection,0.5,2021,S&D
Erik Bergkvist,Mentions_Entity,Arktis,1.0,2021,S&D
Erik Bergkvist,Member_Of,S&D,1.0,2021,S&D
Rosanna Conte,Mentions_Topic,fisheries management,0.9,2021,ID
Rosanna Conte,Mentions_Topic,COVID-19 pandemic,0.7,2021,ID
Rosanna Conte,Mentions_Topic,climate change,0.6,2021,ID
Rosanna Conte,Mentions_Topic,fisheries policy,0.5,2021,ID
Rosanna Conte,Mentions_Topic,economic and social welfare,0.4,2021,ID
Rosanna Conte,Mentions_Entity,Rosanna Conte,1.0,2021,ID
Rosanna Conte,Mentions_Entity,ID,1.0,2021,ID
Rosanna Conte,Member_Of,ID,1.0,2021,ID
Mónica Silvana González,Mentions_Topic,employment,0.9,2021,S&D
Mónica Silvana González,Mentions_Topic,autism,0.8,2021,S&D
Mónica Silvana González,Mentions_Topic,disability rights,0.7,2021,S&D
Mónica Silvana González,Mentions_Topic,inclusion,0.6,2021,S&D
Mónica Silvana González,Mentions_Topic,equality of opportunities,0.5,2021,S&D
Mónica Silvana González,Mentions_Entity,Mónica Silvana González,1.0,2021,S&D
Mónica Silvana González,Mentions_Entity,Intergrupo sobre Discapacidad,1.0,2021,S&D
Mónica Silvana González,Mentions_Entity,Naciones Unidas,1.0,2021,S&D
Mónica Silvana González,Mentions_Entity,Convención sobre los Derechos de las Personas con Discapacidad,1.0,2021,S&D
Mónica Silvana González,Member_Of,S&D,1.0,2021,S&D
Pedro Marques,Mentions_Topic,Joe Biden,0.9,2021,S&D
Pedro Marques,Mentions_Topic,EU-US relations,0.7,2021,S&D
Pedro Marques,Mentions_Topic,NATO,0.6,2021,S&D
Pedro Marques,Mentions_Entity,Joe Biden,1.0,2021,S&D
Pedro Marques,Mentions_Entity,NATO,1.0,2021,S&D
Pedro Marques,Mentions_Entity,G7,1.0,2021,S&D
Pedro Marques,Member_Of,S&D,1.0,2021,S&D
Anna Fotyga,Mentions_Topic,Ukraine,0.9,2021,ECR
Anna Fotyga,Mentions_Topic,Nord Stream 2,0.8,2021,ECR
Anna Fotyga,Mentions_Topic,Russia,0.7,2021,ECR
Anna Fotyga,Mentions_Topic,NATO,0.6,2021,ECR
Anna Fotyga,Mentions_Topic,integration,0.5,2021,ECR
Anna Fotyga,Mentions_Entity,Ukraine,1.0,2021,ECR
Anna Fotyga,Mentions_Entity,Russia,1.0,2021,ECR
Anna Fotyga,Mentions_Entity,NATO,1.0,2021,ECR
Anna Fotyga,Mentions_Entity,Czechia,1.0,2021,ECR
Anna Fotyga,Mentions_Entity,Alexei Navalny,1.0,2021,ECR
Anna Fotyga,Mentions_Entity,Lukashenko,1.0,2021,ECR
Anna Fotyga,Member_Of,ECR,1.0,2021,ECR
Manuela Ripa,Mentions_Topic,Bodenschutz,0.9,2021,Greens/EFA
Manuela Ripa,Mentions_Topic,Klimakrise,0.8,2021,Greens/EFA
Manuela Ripa,Mentions_Topic,europäische Regelungen,0.7,2021,Greens/EFA
Manuela Ripa,Mentions_Entity,Jyrki Katainen,1.0,2021,Greens/EFA
Manuela Ripa,Mentions_Entity,European Green Deal,1.0,2021,Greens/EFA
Manuela Ripa,Member_Of,Greens/EFA,1.0,2021,Greens/EFA
Guido Reil,Mentions_Topic,COVID-19-Pandemie,0.9,2021,ID
Guido Reil,Mentions_Topic,Green Deal,0.8,2021,ID
Guido Reil,Mentions_Topic,Schulden- und Transferunion,0.7,2021,ID
Guido Reil,Mentions_Entity,Bundeskanzlerin,1.0,2021,ID
Guido Reil,Mentions_Entity,Briten,1.0,2021,ID
Guido Reil,Member_Of,ID,1.0,2021,ID
Klemen Grošelj,Mentions_Topic,korupcija,0.9,2021,ALDE
Klemen Grošelj,Mentions_Topic,boj proti organiziranemu kriminalu,0.8,2021,ALDE
Klemen Grošelj,Mentions_Topic,pravosodje,0.7,2021,ALDE
Klemen Grošelj,Mentions_Topic,Evropska unija,0.6,2021,ALDE
Klemen Grošelj,Mentions_Topic,Zahodni Balkan,0.5,2021,ALDE
Klemen Grošelj,Mentions_Entity,Klemen Grošelj,1.0,2021,ALDE
Klemen Grošelj,Mentions_Entity,Evropska unija,1.0,2021,ALDE
Klemen Grošelj,Member_Of,ALDE,1.0,2021,ALDE
Bogdan Rzońca,Mentions_Topic,tax avoidance,0.9,2021,ECR
Bogdan Rzońca,Mentions_Topic,OECD,0.7,2021,ECR
Bogdan Rzońca,Mentions_Topic,taxation,0.6,2021,ECR
Bogdan Rzońca,Mentions_Topic,digital giants,0.5,2021,ECR
Bogdan Rzońca,Mentions_Topic,tax system,0.5,2021,ECR
Bogdan Rzońca,Mentions_Entity,Bogdan Rzońca,1.0,2021,ECR
Bogdan Rzońca,Mentions_Entity,OECD,1.0,2021,ECR
Bogdan Rzońca,Mentions_Entity,Polska,1.0,2021,ECR
Bogdan Rzońca,Member_Of,ECR,1.0,2021,ECR
Christine Anderson,Mentions_Topic,Cybersicherheit,0.9,2021,ID
Christine Anderson,Mentions_Topic,Digitalisierung,0.8,2021,ID
Christine Anderson,Mentions_Topic,USA,0.7,2021,ID
Christine Anderson,Mentions_Topic,China,0.6,2021,ID
Christine Anderson,Mentions_Topic,Forschung und Entwicklung,0.5,2021,ID
Christine Anderson,Mentions_Entity,Christine Anderson,1.0,2021,ID
Christine Anderson,Mentions_Entity,Bușoi,1.0,2021,ID
Christine Anderson,Mentions_Entity,USA,1.0,2021,ID
Christine Anderson,Mentions_Entity,China,1.0,2021,ID
Christine Anderson,Mentions_Entity,EU,1.0,2021,ID
Christine Anderson,Member_Of,ID,1.0,2021,ID
Joachim Stanisław Brudziński,Mentions_Topic,kryzys praworządności,0.9,2021,ECR
Joachim Stanisław Brudziński,Mentions_Topic,dialog,0.7,2021,ECR
Joachim Stanisław Brudziński,Mentions_Topic,Unia Europejska,0.6,2021,ECR
Joachim Stanisław Brudziński,Mentions_Topic,Polska,0.8,2021,ECR
Joachim Stanisław Brudziński,Mentions_Topic,wartości,0.5,2021,ECR
Joachim Stanisław Brudziński,Mentions_Entity,Mateusz Morawiecki,1.0,2021,ECR
Joachim Stanisław Brudziński,Mentions_Entity,Polska,1.0,2021,ECR
Joachim Stanisław Brudziński,Mentions_Entity,Unia Europejska,1.0,2021,ECR
Joachim Stanisław Brudziński,Member_Of,ECR,1.0,2021,ECR
Jorge Buxadé Villalba,Mentions_Topic,immigration,0.9,2021,ECR
Jorge Buxadé Villalba,Mentions_Topic,unemployment,0.8,2021,ECR
Jorge Buxadé Villalba,Mentions_Topic,economy,0.7,2021,ECR
Jorge Buxadé Villalba,Mentions_Topic,labour laws,0.6,2021,ECR
Jorge Buxadé Villalba,Mentions_Topic,European integration,0.5,2021,ECR
Jorge Buxadé Villalba,Mentions_Entity,Jorge Buxadé Villalba,1.0,2021,ECR
Jorge Buxadé Villalba,Mentions_Entity,Ceuta,1.0,2021,ECR
Jorge Buxadé Villalba,Mentions_Entity,Melilla,1.0,2021,ECR
Jorge Buxadé Villalba,Mentions_Entity,Davos,1.0,2021,ECR
Jorge Buxadé Villalba,Member_Of,ECR,1.0,2021,ECR
Derk Jan Eppink,Mentions_Topic,monetary policy,0.9,2021,ECR
Derk Jan Eppink,Mentions_Topic,eurozone economy,0.7,2021,ECR
Derk Jan Eppink,Mentions_Topic,debt sustainability,0.6,2021,ECR
Derk Jan Eppink,Mentions_Topic,ECB,0.5,2021,ECR
Derk Jan Eppink,Mentions_Topic,euro,0.4,2021,ECR
Derk Jan Eppink,Mentions_Entity,Christine Lagarde,1.0,2021,ECR
Derk Jan Eppink,Mentions_Entity,ECB,1.0,2021,ECR
Derk Jan Eppink,Member_Of,ECR,1.0,2021,ECR
Claudia Gamon,Mentions_Topic,Energy policy,0.9,2021,ALDE
Claudia Gamon,Mentions_Topic,European integration,0.7,2021,ALDE
Claudia Gamon,Mentions_Topic,Renewable energy,0.8,2021,ALDE
Claudia Gamon,Mentions_Topic,Energy independence,0.6,2021,ALDE
Claudia Gamon,Mentions_Topic,European politics,0.5,2021,ALDE
Claudia Gamon,Mentions_Entity,European Commission,1.0,2021,ALDE
Claudia Gamon,Mentions_Entity,Russia,1.0,2021,ALDE
Claudia Gamon,Mentions_Entity,Saudi Arabia,1.0,2021,ALDE
Claudia Gamon,Mentions_Entity,Claudia Gamon,1.0,2021,ALDE
Claudia Gamon,Member_Of,ALDE,1.0,2021,ALDE
Loucas Fourlas,Mentions_Topic,Accessibility and employment rights,0.9,2021,PPE
Loucas Fourlas,Mentions_Topic,Human rights,0.8,2021,PPE
Loucas Fourlas,Mentions_Topic,COVID-19 pandemic,0.6,2021,PPE
Loucas Fourlas,Mentions_Entity,Loucas Fourlas,1.0,2021,PPE
Loucas Fourlas,Member_Of,PPE,1.0,2021,PPE
Billy Kelleher,Mentions_Topic,Covid-19 pandemic,0.9,2021,ALDE
Billy Kelleher,Mentions_Topic,economic recovery,0.8,2021,ALDE
Billy Kelleher,Mentions_Topic,European Union,0.7,2021,ALDE
Billy Kelleher,Mentions_Topic,economic cooperation,0.6,2021,ALDE
Billy Kelleher,Mentions_Topic,future investment,0.5,2021,ALDE
Billy Kelleher,Mentions_Entity,Billy Kelleher,1.0,2021,ALDE
Billy Kelleher,Mentions_Entity,Margarida Marques,1.0,2021,ALDE
Billy Kelleher,Member_Of,ALDE,1.0,2021,ALDE
Joachim Kuhs,Mentions_Topic,Polish identity and sovereignty,0.9,2021,ID
Joachim Kuhs,Mentions_Topic,migration and cultural differences,0.7,2021,ID
Joachim Kuhs,Mentions_Entity,Polen,1.0,2021,ID
Joachim Kuhs,Mentions_Entity,Frankreich,1.0,2021,ID
Joachim Kuhs,Mentions_Entity,Juden,1.0,2021,ID
Joachim Kuhs,Mentions_Entity,Christen,1.0,2021,ID
Joachim Kuhs,Member_Of,ID,1.0,2021,ID
Jens Geier,Mentions_Topic,Energy prices,0.9,2021,S&D
Jens Geier,Mentions_Topic,Climate and energy policy,0.8,2021,S&D
Jens Geier,Mentions_Topic,Renewable energy,0.7,2021,S&D
Jens Geier,Mentions_Topic,European Union,0.6,2021,S&D
Jens Geier,Mentions_Topic,Economic policy,0.5,2021,S&D
Jens Geier,Mentions_Entity,Jens Geier,1.0,2021,S&D
Jens Geier,Mentions_Entity,European Commission,1.0,2021,S&D
Jens Geier,Member_Of,S&D,1.0,2021,S&D
Assita Kanko,Mentions_Topic,child protection,0.9,2021,ECR
Assita Kanko,Mentions_Topic,online child abuse,0.8,2021,ECR
Assita Kanko,Mentions_Topic,privacy,0.7,2021,ECR
Assita Kanko,Mentions_Entity,Assita Kanko,1.0,2021,ECR
Assita Kanko,Mentions_Entity,European Union,1.0,2021,ECR
Assita Kanko,Mentions_Entity,Raad van Europa,1.0,2021,ECR
Assita Kanko,Mentions_Entity,Amerikaans monitoringssysteem,1.0,2021,ECR
Assita Kanko,Member_Of,ECR,1.0,2021,ECR
Javier Moreno Sánchez,Mentions_Topic,travel restrictions,0.9,2021,S&D
Javier Moreno Sánchez,Mentions_Topic,COVID-19 vaccination,0.8,2021,S&D
Javier Moreno Sánchez,Mentions_Topic,tourism,0.7,2021,S&D
Javier Moreno Sánchez,Mentions_Entity,Javier Moreno Sánchez,1.0,2021,S&D
Javier Moreno Sánchez,Member_Of,S&D,1.0,2021,S&D
Christophe Hansen,Mentions_Topic,energy prices,0.9,2021,PPE
Christophe Hansen,Mentions_Topic,climate goals,0.7,2021,PPE
Christophe Hansen,Mentions_Topic,renewable energy,0.6,2021,PPE
Christophe Hansen,Mentions_Topic,fossil fuels,0.5,2021,PPE
Christophe Hansen,Mentions_Topic,geopolitics,0.4,2021,PPE
Christophe Hansen,Mentions_Entity,Boris Johnson,1.0,2021,PPE
Christophe Hansen,Mentions_Entity,Russia,1.0,2021,PPE
Christophe Hansen,Member_Of,PPE,1.0,2021,PPE
Markus Ferber,Mentions_Topic,taxation,0.9,2021,PPE
Markus Ferber,Mentions_Topic,European Union,0.7,2021,PPE
Markus Ferber,Mentions_Topic,OECD,0.6,2021,PPE
Markus Ferber,Mentions_Topic,digital tax,0.5,2021,PPE
Markus Ferber,Mentions_Topic,country-by-country reporting,0.5,2021,PPE
